kata,kelas,kata_dasar,nilai
"adun","Verba; Ri","",1
"adung","Nomina","",3
"adung","Nomina; MBa","",1
"adup","Adjektiva; Ri","",1
"adur","Nomina; Ptk","",1
"adusen","Nomina; Anat","",3
"adutan","Nomina","",3
"advantam","Nomina; Kim","",2
"adveksi","Nomina","",5
"adven","Nomina; Lt; Kris","",5
"adventif","Adjektiva; Bio","",5
"adventisia","Nomina; Dok","",4
"adventisius","Adjektiva; Hut","",3
"adverbia","Nomina; Ling","",6
"adverbial","Adjektiva; Ling","",5
"adverbialisasi","Nomina; Ling","",3
"adversitas","Nomina","",4
"advertensi","Nomina","",6
"advertorial","Nomina","",6
"adves","Nomina; Mnd","",1
"advis","Nomina; Keu","",6
"advisor","Nomina","",6
"advisori","Nomina","",4
"advokasi","Nomina","",7
"advokat","Nomina; Huk","",7
"advokat","","",3
"advokat","Nomina; Bld","",5
"adwaita","Nomina; Hin","",3
"adwitia","Adjektiva; Bl","",2
"adygea","Nomina","",3
"adzab","","",6
"adzab","","",6
"adzan","","",7
"adzan","","",7
"aedeagus","Nomina; Zool","",2
"aekanis","Nomina; Geo","",3
"aekjot","Nomina; Kor","",1
"aekluyu","Nomina; Jb","",1
"ael","Adjektiva; Jw","",1
"aelotropik","Adjektiva; Fis","",2
"aem","Nomina; Btl","",1
"aemono","Nomina","",2
"aenefut","Verba; Kai","",1
"aeni","Nomina","",2
"aeolian","Nomina; Tn","",3
"aeolis","Adjektiva; Geo","",3
"aeolus","Nomina","",3
"aerasi","Nomina","",6
"aerator","Nomina; El","",5
"aerenkim","Nomina; Bio","",4
"aerenkima","Nomina; Bot","",3
"aerial","Adjektiva; Bio; Nomina; Fis","",5
"aero","Nomina; sing","",4
"aero-","bentuk terikat","",5
"aeroakustika","Nomina; Fis","",3
"aerob","Nomina; Bio","",5
"aerobatik","Nomina","",5
"aerobik","Adjektiva","",8
"aerobika","Nomina; Adjektiva","",5
"aerobiologi","Nomina","",4
"aerobioskop","Nomina; Bio","",2
"aerodinamik","Adjektiva","",5
"aerodinamika","Nomina; Fis; Terb","",6
"aerodinamis","Adjektiva","",6
"aerodine","Nomina","",3
"aerodrom","Nomina; Terb","",4
"aeroelastika","Nomina; Fis","",3
"aeroelastisitas","Nomina","",3
"aerofagia","Nomina; Dok","",3
"aerofiarologi","Nomina; Dok","",2
"aerofil","Nomina; Bio","",3
"aerofilateli","Nomina","",3
"aerofili","Nomina; Bio","",2
"aerofisika","Nomina; Fis","",4
"aerofisiologi","Nomina","",3
"aerofit","Nomina; Bio","",3
"aerofobia","Nomina","",4
"aerofoil","Nomina","",4
"aerofon","Nomina","",4
"aerogen","Nomina","",3
"aerogeologi","Nomina; Geo","",4
"aerograf","Nomina; Geo","",3
"aerogram","Nomina","",5
"aerokori","Nomina","",2
"aerolit","Nomina; Astron","",3
"aerologi","Nomina; Geo; Fis","",5
"aerologis","Adjektiva","",4
"aeromagnetik","Adjektiva; Fis","",4
"aeromedis","Nomina","",4
"aeromekanika","Nomina; Fis","",4
"aerometeograf","Nomina; Met","",2
"aerometeorograf","Nomina; Hidm","",2
"aerometer","Nomina","",3
"aerometri","Nomina; Ling","",3
"aeromonas","Nomina; Bio; Tan","",3
"aeromorfosis","Nomina; Bio","",2
"aeromovel","Nomina","",4
"aeronausifobia","Nomina; Psi","",2
"aeronaut","Nomina","",4
"aeronautika","Nomina","",5
"aeronautikal","Adjektiva","",4
"aeronomi","Nomina; Met","",4
"aeroplankton","Nomina; Bio","",3
"aeropolis","Nomina","",5
"aeroponik","Nomina; Bio","",6
"aerosil","Nomina","",2
"aerosista","Nomina; Bio","",2
"aeroskop","Nomina","",2
"aerosol","Nomina; Kim","",6
"aerosolisasi","Nomina","",3
"aerostat","Nomina","",4
"aerostatika","Nomina; Fis","",4
"aerotaksis","Nomina; Bio","",3
"aeroterapi","Nomina; Bio","",3
"aerotoleran","Adjektiva; Bio","",3
"aerotonometer","Nomina; Kim","",2
"aerotropisme","Nomina; Bio","",3
"aerotropolis","Nomina","",5
"aesi","Nomina","",2
"aesiospora","Nomina; Bio","",2
"aesium","Nomina; Bio","",2
"aeskulin","Nomina; Kim","",3
"aestetika","","",6
"aestetika","","",6
"aetiologi","","",5
"aetiologi","","",5
"aeyo","Nomina; Pi","",1
"afa","Nomina; Tb","",1
"afafar","Nomina; Kur","",1
"afaftema","Nomina; Pp","",1
"afagia","Nomina; Gz; Tern","",3
"afagosis","Nomina; Gz","",2
"afahan","Verba; Ad","",1
"afair","Nomina","",4
"afak","Verba; Ad","",1
"afakia","Nomina; Dok","",3
"afal","Nomina","",4
"afanisme","Nomina; Bio","",2
"afanitik","Nomina; Min","",3
"afanoplasmodium","Nomina; Bio","",2
"afantasia","Nomina","",3
"afantobion","Nomina; Bio","",2
"afar","Nomina","",2
"afara","Nomina; Ni","",1
"afasia","Nomina; Dok","",5
"afasiologi","Nomina; Ling","",3
"afdal","Adjektiva","",6
"afdeling","Nomina; Bld","",4
"afdeling","Nomina; Tan","",2
"afdol","","",6
"afdol","","",6
"afdruk","Nomina; cak","",5
"afeida","Nomina; Ab","",1
"afek","Nomina; Dok","",4
"afeksi","Nomina; Psi","",6
"afektasi","Nomina; Sas","",3
"afektif","Adjektiva; Psi; Ling","",6
"afektifitas","","",5
"afektifitas","","",5
"afektivitas","Nomina; Psi","",5
"afelion","Nomina; Astron","",4
"afelium","Nomina; Geo","",3
"afemia","Nomina; Dok","",3
"afenfosmefobia","Nomina; Psi","",2
"aferen","Nomina; Bio","",4
"aferesis","Nomina; Ling","",4
"aferitif","","",3
"aferitif","","",3
"afesis","","",3
"afesis","","",3
"afetati","Nomina; It; Tbg","",1
"afetuoso","Nomina; Mus","",3
"afgani","Nomina","",4
"afganistan","Nomina","",7
"afian","Nomina; Huk","",3
"afiat","Adjektiva","",6
"afibrinogenemia","Nomina; Bio","",2
"afid","Nomina; Ldy","",1
"afidavit","Nomina; Huk","",5
"afidikola","Adjektiva; Bio","",2
"afidivor","Nomina; Bio","",2
"afifar","Nomina","",2
"afih","Verba; Ldy","",1
"afih","Verba; Ldy","",1
"afiks","Nomina; Ling","",6
"afiksasi","Nomina; Ling","",5
"afilaup","Nomina","",1
"afiliasi","Nomina","",7
"afiliator","Nomina","",5
"afin","Nomina; Bnd","",1
"afinitas","Nomina; Kim; Ling","",5
"afirmasi","Nomina","",6
"afirmatif","Adjektiva","",5
"afitik","Nomina; Bio","",2
"afjafit","Nomina; Mar","",1
"afkir","Adjektiva; Tern","",4
"afkofor","Nomina","",2
"aflatoksikosis","Nomina","",2
"aflatoksin","Nomina","",4
"afluen","Nomina","",4
"afluks","Nomina","",3
"afogato","Nomina","",5
"afoka","Nomina; Tb","",1
"afonia","Nomina; Dok","",3
"afore","Nomina; Ni","",1
"aforefe","Nomina","",2
"aforestasi","Nomina","",4
"aforisme","Nomina; Sas","",5
"afotik","Adjektiva","",4
"afototropisme","Nomina; Bio","",2
"aframa","Nomina","",2
"aframax","Nomina; Kap","",3
"afrasia","Nomina; Ling","",2
"afriander","Verba; Pr; Tbg","",1
"afrika","Nomina","",8
"afrikaner","Nomina","",4
"afrikans","Nomina","",4
"afrikat","Nomina; Ling","",4
"afrit","Nomina","",4
"afriter","Verba; Tbg","",1
"afro-asiatik","Nomina; Ling","",4
"afrodisiak","Nomina; Kim; Dok","",4
"afrotropis","Nomina; Geo","",3
"afsel","Nomina; akr","",5
"afsun","Nomina; ark","",2
"aftab","Nomina; ark","",2
"aftovirus","Nomina","",3
"aftufin","Nomina","",2
"aftur","","",4
"aftur","","",4
"afuah","","",3
"afuah","","",3
"afui","Nomina; Ab","",1
"afuipei","Nomina; Ab","",1
"afung","Verba; Ad","",1
"afur","Nomina","",3
"afwah","Nomina","",4
"afwan","Partikel; Ar","",6
"afyauf","Nomina; Kur","",1
"aga","Nomina","",2
"aga","Nomina","",2
"aga","Adjektiva","",4
"aga","Nomina","",4
"aga","Verba; Wl","",1
"aga","Nomina; Ri","",1
"agad","Nomina; Bio","",3
"agadang","Verba; Teng","",1
"agadi","Nomina; Bt","",1
"agagopeko","Verba; Mee","",1
"agah","Verba","",5
"agah","Nomina; Mt","",1
"agah","Verba; Bsm","",1
"agahan","Verba; Jw; kl","",1
"agai","Verba; Ach","",1
"agai","Nomina; Kpr","",1
"agai","Verba; Bsm; Beng","",1
"agai","Adjektiva; Sky","",1
"agai","Nomina; Klm","",1
"againe","Nomina; Ni","",1
"agak","Nomina; Adverbia","",7
"agak","Nomina; Bn","",1
"agak","Nomina; Dy","",1
"agak-agih","Verba","",3
"agal","Nomina","",4
"agal","Nomina","",4
"agal","Nomina; Jb","",1
"agal","Adjektiva; Bl","",1
"agalaksia","Adjektiva; Dok","",2
"agalimpuyung","Verba; Teng","",1
"agalmatofilia","Nomina; Psi","",2
"agam","Nomina","",3
"agam","Adjektiva","",4
"agam","Adjektiva","",4
"agam","Nomina","",3
"agam","Nomina; Ach","",1
"agama","Nomina","",9
"agama","Nomina; Teng","",1
"agamais","Adjektiva","",5
"agamaisasi","Nomina","",3
"agamaisme","Nomina","",3
"agamandroesis","Nomina; Bio","",2
"agamani","","",4
"agamani","","",4
"agamawan","Nomina","",6
"agamawi","Adjektiva","",5
"agambai","Verba; Teng","",1
"agamen","Nomina","",3
"agameon","Nomina; Bio","",2
"agamet","Nomina; Bio","",3
"agami","Nomina","",4
"agamis","Adjektiva","",5
"agamobium","Nomina; Bio","",2
"agamodem","Nomina; Bio","",2
"agamogenesis","Nomina","",4
"agamoginoesis","Nomina; Bio","",2
"agamogoni","Nomina; Bio","",2
"agamohermafrodit","Nomina; Bio","",2
"agamon","Nomina; Bio","",2
"agamospermi","Nomina; Bio","",2
"agamotrop","Nomina; Bio","",2
"agan","","",2
"agan","Verba","",4
"agan","Nomina; Sd","",1
"aganta","Nomina; Km","",1
"agantis","Nomina; Teng","",1
"agape","Nomina; Kat; ark; Fil","",4
"agapisme","Nomina","",3
"agapiuga","Nomina; Mee","",1
"agapu","Verba; Teng","",1
"agar","Partikel","",9
"agar","Nomina; Tbg; cak","",2
"agar-agar","Nomina","",7
"agari","Nomina; Bas","",3
"agarikola","Adjektiva; Bio","",2
"agarofit","Nomina; Bio","",3
"agaropektin","Nomina; Kim","",3
"agarosa","Nomina; Bio","",3
"agarose","Nomina","",3
"agas","Nomina","",5
"agas","Nomina; Bjr","",1
"agas","Nomina; Dy","",1
"agas","Adverbia; Bjr","",1
"agastya","Nomina; Hin","",3
"agate","Nomina","",4
"agatologi","Nomina","",3
"agats","Nomina","",4
"agatun","Nomina; Teng","",1
"agau","Verba; Ri","",1
"agau","Adjektiva","",4
"agdaga","Nomina","",2
"age","Nomina; Jw","",2
"age","Nomina; Ni","",1
"ageber","Verba; Mdr","",1
"agega","Nomina; Ni","",1
"ageisme","Nomina; Psi","",4
"agel","","",4
"agel","","",4
"agem","Nomina; Jw","",2
"agem","Nomina; Bt","",1
"agem","Nomina; Jw","",2
"agem","Nomina","",4
"ageman","Nomina; Jw","",3
"agemel","Nomina; Bl","",1
"agemono","Nomina; Jp","",3
"agen","Nomina; Ek; Adm; cak; Bio; Sen; Kim","",8
"agen","Nomina; Ling","",4
"agenda","Nomina","",9
"agendaris","Nomina","",4
"agenesis","Nomina; Dok","",4
"ageng","Nomina; Mus","",2
"agens","Nomina; Ling; Dok","",4
"agensi","Nomina","",7
"agensifikasi","Nomina","",3
"agentif","Adjektiva; Ling","",3
"ager","Nomina; Bun","",1
"ager","Nomina","",4
"agere","Nomina; Gal","",1
"ageusia","Nomina; Dok","",2
"agi","Verba","",4
"agiam","Nomina; Dy","",1
"agibintik","Verba; Teng","",1
"agie","Nomina; Ach","",1
"agih","Verba","",6
"agil","Nomina; Lay","",3
"agilitas","Nomina","",4
"agimpong","Verba; Teng","",1
"agina","Nomina; Teng","",1
"aginta","Verba; Teng","",1
"agintanga","Nomina; Teng","",1
"aginum","Verba; Teng","",1
"agio","Nomina; Keu","",5
"agiria","Nomina; Dok","",2
"agirofobia","Nomina; Psi","",2
"agisambat","Verba; Teng","",1
"agisambato","Verba; Teng","",1
"agisugut","Verba; Teng","",1
"agit","Nomina; Bn","",1
"agitasi","Nomina","",6
"agitasional","Adjektiva","",4
"agitatif","Adjektiva","",4
"agitator","Nomina","",5
"agitprop","Nomina; akr","",4
"agium","Nomina; Bio","",2
"agiwan","Verba; Teng","",1
"aglaf","Adjektiva; Ar","",2
"aglaonema","Nomina; Bot","",5
"aglet","Nomina","",3
"aglikon","Nomina; Kim","",3
"agliofobia","Nomina; Psi","",2
"aglomerasi","Nomina; Kim; Bio","",6
"aglomerat","Nomina; Geo","",4
"aglonema","","",5
"aglonema","","",5
"aglutinasi","Nomina; Bio; Kim; Ling","",6
"aglutinat","Nomina; Kim","",4
"aglutinatif","Adjektiva","",4
"aglutinin","Nomina; Bio; Kim","",5
"aglutinogen","Nomina; Bio","",4
"agmaman","Nomina; Slw","",1
"agmatoploid","Nomina; Bio","",2
"agnat","Nomina; Antr","",3
"agnatik","Adjektiva; Antr","",3
"agnatus","Adjektiva; Bio","",2
"agnatus","Nomina; Ling","",3
"agni","Nomina; Hin","",4
"agnihotra","Nomina; Hin","",3
"agnosia","Nomina; Dok; Verba; Ling","",4
"agnosterol","Nomina","",2
"agnostik","Nomina","",6
"agnostisisme","Nomina; Sos; Fil","",4
"agnyana","Nomina; Kw","",2
"ago","Nomina","",3
"ago","Nomina; Ng","",1
"ago-ago","Nomina; Mu","",2
"agogo","Nomina; Sen","",4
"agoh","Nomina; Md","",1
"agoi","Nomina; Dy","",1
"agok","Nomina; Ach","",1
"agolog","Nomina; Teng","",1
"agolos","Verba; Teng","",1
"agom","Nomina; Tot","",1
"agometer","Nomina; El","",2
"agon","Nomina; Sas; Sen","",4
"agon","Nomina; Lay","",2
"agon","Verba; Sd","",1
"agonal","Adjektiva","",3
"agonan","Adjektiva; Bt","",1
"agoni","Verba; Jw","",1
"agoni","Nomina","",4
"agonia","Nomina; Dok; Adjektiva","",3
"agonis","Nomina; Bio; Psi; Olr","",5
"agonisis","Nomina; Bio","",2
"agonisme","Nomina; Pol","",4
"agonistik","Nomina; Bio","",3
"agopai","Nomina; Mee","",1
"agora","Nomina; Yn","",4
"agorafobia","Nomina; Psi","",5
"agou","Verba; Mt","",1
"agouti","Nomina; Bio","",2
"agr","Nomina; sing","",4
"agrad","Nomina; Bio","",2
"agradasi","Nomina; Geo","",4
"agrafestesia","Nomina; Dok","",2
"agrafia","Nomina; Dok","",3
"agrafobia","Nomina; Psi","",2
"agramatisme","Verba; Ling","",3
"agranulosit","Nomina; Bio","",3
"agranulositosis","Nomina; Dok","",3
"agraria","Nomina","",6
"agraris","Adjektiva","",7
"agregasi","Nomina; Bio; Stat","",5
"agregat","Nomina; Tan; Far","",5
"agregatif","Adjektiva","",3
"agregator","Nomina","",5
"agreng","Adjektiva; Sd","",1
"agresi","Nomina; Psi; Antr","",7
"agresif","Adjektiva; Psi","",8
"agresifitas","","",5
"agresifitas","","",5
"agresivitas","Nomina","",5
"agresor","Nomina","",5
"agrestal","Nomina","",3
"agrian","Nomina; Slw","",1
"agribisnis","Nomina","",7
"agrikultur","Nomina","",7
"agrilus","Nomina","",2
"agrin","Verba; Jw","",1
"agriologi","Nomina; Antr","",3
"agriotipe","Nomina; Bio","",2
"agripnia","Nomina; Dok","",2
"agripreneur","Nomina","",5
"agrisilvikultur","Nomina","",5
"agriterorisme","Nomina","",4
"agrium","Nomina; Bio","",2
"agrizoofobia","Nomina; Psi","",2
"agrobakterium","Nomina; Bio","",3
"agrobiologi","Nomina","",4
"agrobis","Nomina; sing","",4
"agrobisnis","Nomina","",6
"agroedukasi","Nomina","",5
"agroeduwisata","Nomina","",5
"agroekologi","Nomina","",5
"agroekonomi","Nomina","",5
"agroekonomis","Nomina","",4
"agroekosistem","Nomina; Tan","",5
"agroekoteknologi","Nomina","",4
"agroekotipe","Nomina; Bio","",2
"agroekowisata","Nomina","",5
"agrofarmasi","Nomina","",4
"agrofili","Adjektiva; Bio","",2
"agrofisika","Nomina; Tan","",3
"agrofit","Nomina; Bio","",2
"agroforestri","Nomina","",6
"agrogeologi","Nomina","",4
"agrohidrologi","Nomina","",3
"agroikos","Nomina; Sas","",2
"agroindustri","Nomina","",7
"agroinovasi","Nomina","",5
"agroinput","Nomina","",4
"agrokimia","Nomina","",5
"agroklimat","Nomina; Bio","",4
"agroklimatologi","Nomina; Bio","",4
"agrokompleks","Nomina","",5
"agrologi","Nomina","",4
"agromania","Nomina; Psi","",2
"agromaritim","Nomina","",5
"agromedis","Nomina","",4
"agrometeorologi","Nomina","",4
"agronom","Nomina","",5
"agronomi","Nomina","",7
"agronomik","Adjektiva","",4
"agronomis","Adjektiva","",5
"agronursing","Nomina","",3
"agropangan","Nomina","",5
"agropolis","Nomina","",4
"agropolitan","Nomina","",5
"agropreneur","Nomina","",5
"agrosilvopastura","Nomina","",4
"agrosistem","Nomina","",4
"agrostologi","Nomina","",3
"agrotek","Nomina; sing","",4
"agroteknologi","Nomina","",6
"agroterorisme","Nomina","",4
"agrotipe","Nomina; Bio","",2
"agrowisata","Nomina","",7
"agru","Nomina; Mt","",1
"agu","Nomina; Bla","",1
"aguardiente","Nomina","",3
"agub","Verba; Teng","",1
"agud","Nomina; Teng","",1
"aguk","Nomina","",4
"aguk","Nomina; Md","",1
"agul","Adjektiva","",4
"agul-agul","Nomina; Jw","",2
"agulid","Nomina; Teng","",1
"agulikan","Adverbia; Bl","",1
"agun","Nomina; Mk","",4
"agung","Adjektiva","",8
"agung","","",4
"agung","Nomina; Mk","",2
"aguok","Verba; Teng","",1
"agup","Nomina; Bkt","",1
"agus","Nomina","",5
"agus","Verba; Teng","",1
"agusam","Verba; Teng","",1
"agustinianisme","Nomina","",3
"agustus","Nomina","",8
"agut","Verba; Mk","",2
"agut-agut","Nomina","",3
"agya","Adjektiva","",4
"aha","Partikel; cak","",7
"aha","Nomina; Tlk","",1
"ahad","Nomina","",8
"ahadiat","Nomina; Ar","",3
"ahafit","Nomina; Sls","",1
"ahai","Nomina; Dy","",1
"ahair","Nomina; Kei","",1
"ahakore","Nomina; Ht","",1
"ahalulu","Nomina; Gor","",1
"ahan","Nomina; Krc","",1
"ahanat","Nomina; Dwn","",1
"ahanawan","Nomina","",3
"ahang","Adjektiva; Dy","",1
"ahang","Adjektiva; Bla","",1
"ahang","Nomina; Mks","",1
"ahangkara","Adjektiva; Hin; Nomina","",3
"ahap","Nomina; Dy","",1
"ahare","Nomina","",2
"ahas","Nomina; Dy","",1
"ahasale","Nomina; Lh","",1
"ahatua","Nomina; Pi","",1
"ahau","Nomina; Dy","",1
"ahaun","Nomina; Ht","",1
"ahe","Verba","",4
"ahe","Nomina; Sb","",1
"aherat","","",5
"aherat","","",5
"ahermatipe","Nomina; Bio","",2
"ahet","Nomina; Eln","",1
"ahet","Nomina; Bas","",1
"ahetie","Nomina; Ht","",1
"ahi","Nomina; Kur","",1
"ahi","Verba; Ht","",1
"ahi","Nomina; Btk","",1
"ahido","Nomina; Mdl","",1
"ahilo","Nomina; Pi","",1
"ahilognosia","Nomina; Psi","",2
"ahiloso","Nomina","",2
"ahimsa","Nomina","",5
"ahin","Nomina","",2
"ahing","Nomina; Bla","",1
"ahir","","",7
"ahir","","",7
"ahirat","","",7
"ahirat","","",7
"ahire","Nomina; Ylh","",1
"ahistoris","Adjektiva","",4
"ahit","Nomina","",2
"ahkah","Nomina; Dy","",1
"ahkam","Nomina; ark","",2
"ahkana","Verba; Pp","",1
"ahlah","Nomina; Kol","",1
"ahlak","","",7
"ahlak","","",7
"ahli","Nomina","",9
"ahli","Nomina; Adjektiva","",6
"ahlilkitab","","",1
"ahlilkitab","","",6
"ahloten","Nomina; He","",1
"ahlulbait","Nomina; Ar","",5
"ahlulkhat","Nomina; Ar","",3
"ahlulkitab","Nomina; Ar; Isl","",6
"ahlulkubur","Nomina; Ar","",4
"ahlunujum","Nomina; Ar","",4
"ahlusuluk","Nomina; Ar","",4
"ahlusunah","Nomina; Ar","",6
"ahmadi","Nomina","",4
"ahmadiah","Nomina; Isl","",5
"ahmadiyah","Nomina","",5
"ahmak","Adjektiva; kl","",3
"ahmar","Nomina; Ar","",3
"ahmer","Nomina; akr","",2
"aho","Partikel; cak","",5
"aho","Verba; Ri","",1
"ahoi","Partikel; Md","",4
"ahola","Verba","",1
"ahori","Nomina","",1
"ahosi","Adjektiva; Pi","",1
"ahsan","Adjektiva; Ar","",2
"ahudu","Nomina; Gor","",1
"ahuh","Nomina; Dy","",1
"ahuhu","Nomina; Tb","",1
"ahuite","Nomina; Ylh","",1
"ahuk","Nomina; Bun","",1
"ahum","Nomina","",1
"ahuneyo","Adjektiva; Bud","",1
"ahuni","Verba","",1
"ahuting","Nomina; BhUj","",1
"ahutu","Nomina","",1
"ahwal","Nomina; Tas","",2
"ahyok","Adjektiva; Bkt","",1
"aib","Adjektiva; Nomina","",9
"aib","Nomina; Bl","",1
"aiba","Nomina; Bun","",1
"aibaba","Nomina; SLa","",1
"aibabelen","Nomina; Te","",1
"aibangin","Verba; Awy","",1
"aibinan","Nomina; Ba","",1
"aibohfobia","Nomina; Psi","",1
"aibubur","Nomina; Te","",1
"aibunak","Nomina; Rt","",1
"aicang","Nomina; MBl","",1
"aigialium","Nomina; Bio","",2
"aigialofili","Adjektiva; Bio","",2
"aigiolokola","Adjektiva; Bio","",1
"aih","","",9
"aih","","",9
"aihoi","Nomina; Bo","",1
"aihuai","Nomina; Pi","",1
"aik","Nomina; Mt","",2
"aikanoik","Nomina; Te","",1
"aikarano","Nomina; Ht","",1
"aikata","Nomina; Pi","",1
"aikido","Nomina","",6
"aikidoka","Nomina; Olr","",4
"aikmofobia","Nomina; Psi","",2
"aikoko","Nomina; Let","",1
"aikoli","Nomina; Bla","",1
"aikuke","Nomina; Pi","",1
"aikwakai","Nomina","",1
"ail","Adjektiva; Jw","",1
"ail","Adjektiva; Jw","",1
"aila","Nomina; Wl","",1
"ailakar","Nomina","",1
"ailakua","Nomina; Aln","",1
"ailana","Nomina","",1
"ailepet","Nomina; Mt","",1
"aileron","Nomina; Bio","",3
"ailihin","Nomina; Kei","",1
"ailoko","Nomina; Sw","",1
"ailurofili","Nomina","",2
"ailurofilia","Nomina; Psi","",2
"ailurofobia","Nomina; Psi","",2
"aimab","Nomina; Eln","",1
"aimala","Nomina; Ka","",1
"aimara","Nomina","",2
"aimatatuli","Nomina","",1
"aimitin","Nomina; Bo","",1
"ain","Nomina; Aln","",2
"ain","Nomina","",2
"ain","Nomina","",2
"aina","Nomina; Bo","",1
"ainoid","Nomina","",2
"ainpati","Nomina; Sa","",1
"ainu","Nomina","",4
"ainuai","Nomina; SLa","",1
"ainulbanat","Nomina; kl","",1
"ainulyakin","Verba; Ar","",3
"ainunjariah","Nomina; Ar","",2
"aioli","Nomina","",3
"aipata","Verba; Pi","",1
"aipda","Nomina; akr","",5
"aipi","Verba; Trf","",1
"aiptu","Nomina; akr","",5
"air","Nomina; cak","",10
"airan","Nomina","",2
"airawata","Nomina; Hin","",2
"airlangga","Nomina","",5
"airo","Nomina","",1
"airoran","Nomina","",1
"airud","Nomina; akr","",4
"ais","Nomina; Gy","",1
"ais","Nomina; Bt","",1
"ais-ais","Nomina; Bt","",1
"aisesei","Verba; Pi","",1
"aisibia","Nomina; Bo","",1
"aiso","Nomina; SLa","",1
"aitolida","Nomina; Ca","",1
"aitoto","Nomina; Oi","",1
"aitowa","Nomina; Khm","",1
"aiwaar","Nomina; Ht","",1
"aiwahui","Verba; Pi","",1
"aiwo","Nomina","",1
"aiwonai","Nomina; Pi","",1
"aiyao","Nomina; hor","",1
"aiyoko","Verba; Dn","",1
"aiyokua","Nomina; Pi","",1
"aj","Nomina; sing","",3
"aja","Nomina; Md; ark","",1
"aja","Adverbia; cak","",10
"ajab","Adjektiva","",3
"ajab","","",3
"ajab","Nomina; Beng","",1
"ajagae","Nomina; Ht","",1
"ajai","Verba; Bsm","",1
"ajai","Nomina; Rjg","",1
"ajaib","Adjektiva; Nomina; Sas; cak","",9
"ajaib","Nomina; Bio","",2
"ajak","","",10
"ajak","Partikel; Mk","",2
"ajak","Nomina","",2
"ajak","Verba; Bjr","",1
"ajak","Verba; Us","",1
"ajak-ajak","Nomina; Bt","",1
"ajal","Nomina; Ar","",8
"ajam","Adjektiva; kl","",2
"ajam","Verba; Ach","",1
"ajamol","Nomina; Teng","",1
"ajang","Nomina; Jw","",7
"ajang","Nomina; Klm","",1
"ajangki","Nomina; Bl","",1
"ajap","Nomina; Dy","",1
"ajar","Nomina","",10
"ajar","Nomina; Md","",2
"ajar","Nomina; Jw","",2
"ajar-ajar","Nomina; kl; Ri","",2
"ajara","Nomina; Kls","",1
"ajaren","Verba; Mn","",1
"ajatasatru","Adjektiva; Jw","",1
"ajearawa","Nomina; Bg","",1
"ajeg","Adjektiva","",6
"ajeg","Nomina; Sd","",1
"ajektif","","",4
"ajektif","","",4
"ajektiva","","",6
"ajektiva","","",6
"ajemua","Nomina; Pp","",1
"ajen","Nomina; akr","",4
"ajendam","Nomina; akr","",3
"ajeng","Nomina; Sd","",3
"ajeng-ajengan","Nomina","",2
"ajengan","Nomina; Sd","",2
"ajenrem","Nomina; akr","",3
"ajentimpu","Nomina; Kal; cak","",1
"ajep","Nomina; cak","",4
"ajep-ajep","Nomina; cak","",3
"ajeran","Nomina; Bot","",2
"aji","Nomina","",6
"aji","Nomina","",6
"aji","Adjektiva; Nomina","",6
"aji","Nomina","",6
"aji","Nomina; Cn","",1
"aji-ajian","","",4
"ajib","Adjektiva; cak","",3
"ajigineng","Nomina; Jw","",1
"ajik","Adjektiva; cak","",2
"ajik","Nomina; Mk","",1
"ajima","Nomina; Gor","",1
"ajimat","","",6
"ajimat","","",6
"ajin","Adverbia; Bjr; cak","",1
"ajing","Nomina; Mdr","",1
"ajinta","Nomina; Bt","",1
"ajir","Nomina","",3
"ajir","Nomina; Bt","",1
"ajir","Nomina","",3
